News_Headline,Link_Of_News,Source,Stated_On,Date,Label
“Sunlight actually can kill the (novel coronavirus.)”,https://www.politifact.com/factchecks/2020/mar/20/greg-murphy/no-sunlight-has-not-been-proven-kill-coronavirus/,Greg Murphy," March 16, 202"," March 20, 2020",FALSE
Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,https://www.politifact.com/factchecks/2020/apr/22/facebook-posts/joe-diffie-died-covid-19-complications/,Facebook posts," April 13, 202"," April 22, 2020",FALSE
"""The top 1 percent pay 45 percent of all taxes in the country.""",https://www.politifact.com/factchecks/2015/oct/26/jeb-bush/jeb-bush-says-top-1-percent-pay-nearly-half-all-ta/,Jeb Bush," October 14, 2"," October 26, 2015",half-true
"""You’re going to have an increase in the amount of ice in Antarctica because of global warming.""",https://www.politifact.com/factchecks/2018/may/21/mo-brooks/mo-brooks-incomplete-comments-antarctic-ice/,Mo Brooks," May 16, 2018 "," May 21, 2018",barely-true
Three naked women in photo are campaigning for the Democrats.,https://www.politifact.com/factchecks/2018/nov/06/blog-posting/no-these-nude-women-are-not-democrats-campaigning/,Bloggers," November 3, 2"," November 6, 2018",FALSE
"Says Deputy Comptroller Aycha Sawa ""blocked an audit"" of the Milwaukee lead program for three years that ""put our children in danger"" and spurred a criminal investigation.",https://www.politifact.com/factchecks/2020/apr/03/leaders-better-community/attack-ads-milwaukee-comptroller-race-exaggerate-m/,Leaders for a Better Community," March 25, 202"," April 3, 2020",pants-fire
"""President (Ronald) Reagan did a similar thing. George H.W. Bush did a similar order"" as former President Barack Obama’s Deferred Action for Childhood Arrivals, or DACA.",https://www.politifact.com/factchecks/2017/sep/08/al-franken/did-reagan-and-hw-bush-issue-orders-similar-daca-a/,Al Franken," September 5, "," September 8, 2017",mostly-true
"""Facebook removes, censors Declaration of Independence as ‘hate speech’""",https://www.politifact.com/factchecks/2018/jul/10/blog-posting/did-facebook-remove-post-quoting-declaration-indep/,Bloggers," July 5, 2018 "," July 10, 2018",half-true
"""Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.""",https://www.politifact.com/factchecks/2016/aug/12/ohio-right-life/ohio-right-lifes-faulty-claims-ted-strickland-abor/,Ohio Right to Life," August 2, 201"," August 12, 2016",barely-true
"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""",https://www.politifact.com/factchecks/2014/jul/21/kate-obenshain/did-reagan-really-rush-back-dc-after-korean-plane-/,Kate Obenshain," July 17, 2014"," July 21, 2014",barely-true
"Hillary Clinton said gun confiscation ""would be worth considering.""",https://www.politifact.com/factchecks/2016/oct/17/national-rifle-association/nra-weakly-claims-clinton-said-gun-confiscation-wo/,National Rifle Association," October 8, 20"," October 17, 2016",barely-true
"""Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia.""",https://www.politifact.com/factchecks/2018/mar/20/st-lucia-times/fake-news-circulates-death-hoax-about-saoirse-rona/,St. Lucia Times," March 16, 201"," March 20, 2018",pants-fire
"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",https://www.politifact.com/factchecks/2020/may/28/joe-kernen/cnbcs-joe-kernen-wrong-about-us-capita-covid-19-de/,Joe Kernen," May 27, 2020 "," May 28, 2020",barely-true
"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",https://www.politifact.com/factchecks/2019/oct/10/david-mckinley/fact-checking-ethylene-production-us/,David McKinley," September 23,"," October 10, 2019",TRUE
"People on pot ""shoot each other ... stab each other ... strangle each other, drive under the influence, kill families.""",https://www.politifact.com/factchecks/2014/jan/24/nancy-grace/nancy-grace-says-pot-users-shoot-each-other-and-ki/,Nancy Grace," January 14, 2"," January 24, 2014",barely-true
"""The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.""",https://www.politifact.com/factchecks/2015/may/26/family-foundation/family-foundation-says-us-among-seven-nations-allo/,The Family Foundation," May 14, 2015 "," May 26, 2015",TRUE
"While previous clemency boards granted restoration of civil rights to thousands of Floridians,  ""so far this year, under this clemency board, four (felons) have gotten their rights back.""",https://www.politifact.com/factchecks/2019/nov/21/nikki-fried/2019-few-florida-felons-got-their-voting-rights-ba/,Nikki Fried," October 29, 2"," November 21, 2019",mostly-true
"""There was almost a 70 percent reduction in police-related shootings under my tenure because of training, supervision and policy decisions.""",https://www.politifact.com/factchecks/2018/dec/23/garry-mccarthy/did-police-shootings-plunge-under-mccarthys-leader/,Garry McCarthy," December 11, "," December 23, 2018",half-true
"""It is unusual"" for a White House official like former National Security Adviser Susan Rice to make unmasking requests.",https://www.politifact.com/factchecks/2017/apr/06/tom-cotton/tom-cotton-its-unusual-white-house-officials-susan/,Tom Cotton," April 4, 2017"," April 6, 2017",FALSE
"Says Koalas are ""functionally extinct"" as bushfires in Australia continue to destroy their habitat.",https://www.politifact.com/factchecks/2019/dec/16/blog-posting/no-koalas-are-not-functionally-extinct-they-are-tr/,Bloggers," November 24, "," December 16, 2019",barely-true
"Says Ron DeSantis ""voted in an agricultural bill to give food stamps to illegal immigrants.""",https://www.politifact.com/factchecks/2018/jun/29/adam-putnam/putnam-parrots-previous-absurd-claim-food-stamps-i/,Adam Putnam," June 28, 2018"," June 29, 2018",pants-fire
"Says Mitt Romney is using ""a million of his presidential campaign dollars to finance his Utah Senate race.""",https://www.politifact.com/factchecks/2018/apr/27/jenny-wilson/yes-1-million-mitt-romneys-failed-white-house-bid-/,Jenny Wilson," April 20, 201"," April 27, 2018",TRUE
"""Man dug tunnel from home to the pub and drank every night while his wife slept.""",https://www.politifact.com/factchecks/2018/oct/23/blog-posting/no-irishman-did-not-dig-tunnel-his-home-his-pub/,Bloggers," October 7, 20"," October 23, 2018",pants-fire
"""Black Americans still earn less than 73 percent of what white men make.""",https://www.politifact.com/factchecks/2017/oct/04/andy-gronik/do-black-workers-earn-73-what-their-white-counterp/,Andy Gronik," August 27, 20"," October 4, 2017",half-true
"""Trump tax cut benefits all congressional districts, up to $44,697 per family.""",https://www.politifact.com/factchecks/2018/jul/26/kevin-mccarthy/could-trump-tax-cut-save-44697-family/,Kevin McCarthy," July 23, 2018"," July 26, 2018",half-true
Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,https://www.politifact.com/factchecks/2013/nov/11/charlotte-nash/gwinnett-chairwomans-splost-savings-claim-makes-se/,Charlotte Nash," October 22, 2"," November 11, 2013",TRUE
"DACA was ""a mere memo from the Department of Homeland security under Barack Obama, which violated the laws.""",https://www.politifact.com/factchecks/2017/sep/22/roy-moore/debate-roy-moore-claims-daca-immigration-rules-vio/,Roy Moore," September 21,"," September 22, 2017",half-true
"""Black homeownership just hit the highest level it has ever been in the history of our country.""",https://www.politifact.com/factchecks/2017/dec/11/donald-trump/donald-trump-wrong-black-homeownership-rate-record/,Donald Trump," December 8, 2"," December 11, 2017",FALSE
"Public schools, colleges and state-funded day care centers ""will be made into sanctuaries by Bruce Rauner signing SB 31.""",https://www.politifact.com/factchecks/2017/aug/28/illinois-family-institute/illinois-schools-immigrant-sanctuaries-if-only-the/,Illinois Family Institute," August 19, 20"," August 28, 2017",FALSE
"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.""",https://www.politifact.com/factchecks/2016/may/20/daniel-grace/teamsters-say-soda-tax-would-cost-thousands-jobs-d/,Daniel Grace," May 17, 2016 "," May 20, 2016",FALSE
"Says Leah Vukmir ""wrote a letter seeking leniency for a fellow state legislator convicted of sexual assault.""",https://www.politifact.com/factchecks/2018/jul/18/club-growth/did-senate-candidate-leah-vukmir-seek-leniency-fel/,Club for Growth," July 12, 2018"," July 18, 2018",mostly-true
"""We are almost halfway to our goal of 1,000 rapes prosecuted!""",https://www.politifact.com/factchecks/2016/feb/17/tim-mcginty/cuyahoga-prosecutor-touts-reduction-rape-kits-reel/,Tim McGinty," February 17, "," February 17, 2016",TRUE
"Tammy Baldwin ""opposed displaying the flag and reciting the Pledge of Allegiance or singing the National Anthem in our classrooms.""",https://www.politifact.com/factchecks/2018/jul/20/leah-vukmir/sen-tammy-baldwins-patriotism-questioned-challenge/,Leah Vukmir," June 1, 2018 "," July 20, 2018",barely-true
"""More than 90 percent of the gains have gone to the top 1 percent.""",https://www.politifact.com/factchecks/2016/jul/29/hillary-clinton/clinton-tips-hat-bernie-sanders-uses-out-date-stat/,Hillary Clinton," July 29, 2016"," July 29, 2016",half-true
"""We have almost 68,000 Georgia students who are required by law to attend a chronically failing school.""",https://www.politifact.com/factchecks/2016/oct/26/nathan-deal/deal-close-numbers-about-failing-schools/,Nathan Deal," September 9, "," October 26, 2016",mostly-true
"""Nearly one in four people in their prime working years are not working.""",https://www.politifact.com/factchecks/2016/nov/07/donald-trump/donald-trump-correct-1-4-working-age-americans-not/,Donald Trump," November 4, 2"," November 7, 2016",mostly-true
A photo shows Rob Cantrall at a recent Michigan protest.,https://www.politifact.com/factchecks/2020/may/07/viral-image/michigan-protest-photo-shows-brian-cash-not-rob-ca/,Viral image," May 4, 2020 i"," May 7, 2020",FALSE
"""160 million people like their private insurance.""",https://www.politifact.com/factchecks/2019/nov/21/joe-biden/do-160-million-americans-like-their-health-insur/,Joe Biden," November 20, "," November 20, 2019",half-true
"""Tourism and retirees are the dominant economic engines in our state.""",https://www.politifact.com/factchecks/2014/jul/23/nan-rich/nan-rich-says-tourism-and-retirees-dominate-florid/,Nan Rich," July 11, 2014"," July 23, 2014",mostly-true
"""Within just a few years, immigration as a share of national population is set to break all historical records.""",https://www.politifact.com/factchecks/2016/sep/19/donald-trump/trump-says-few-years-immigrant-share-population-wi/,Donald Trump," August 31, 20"," September 19, 2016",mostly-true
"“Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.”",https://www.politifact.com/factchecks/2020/feb/25/facebook-posts/fact-checking-ties-between-bernie-sanders-socialis/,Facebook posts," February 18, "," February 25, 2020",FALSE
"Says U.S. Rep. Ted Yoho said ""African Americans should only be given three-fifths of a vote.""",https://www.politifact.com/factchecks/2015/dec/30/viral-image/facebook-post-accuses-us-rep-ted-yoho-wanting-stri/,Viral image," December 26, "," December 30, 2015",pants-fire
"Says Werner Herzog said, ""Dear America: You are waking up, as Germany once did, to the awareness that 1/3 of your people would kill another 1/3, while 1/3 watches.""",https://www.politifact.com/factchecks/2019/jul/26/viral-image/no-werner-herzog-didnt-say-about-america-and-germa/,Viral image," July 20, 2019"," July 26, 2019",FALSE
"""As district attorney, Susan Happ took $180,000"" in a ""shady"" land deal ""from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution.""",https://www.politifact.com/factchecks/2014/oct/15/republican-party-wisconsin/wisconsin-gop-says-susan-happ-took-180000-defendan/,Republican Party of Wisconsin," October 5, 20"," October 15, 2014",FALSE
